2024-12-18 15:10:04.142029,0x433ad35c,13.315
2024-12-18 15:14:21.172834,0x433aad0c,13.45
2024-12-18 15:20:06.219941,0x433ad35c,13.3325
2024-12-18 15:23:02.027546,0x433acb14,13.3725
2024-12-18 15:24:22.779230,0x433aad0c,13.44
2024-12-18 15:28:02.308250,0x433acb14,13.36125
2024-12-18 15:30:08.929665,0x433ad35c,13.32875
2024-12-18 15:48:50.936494,0x433acb14,13.3525
2024-12-18 15:50:12.632983,0x433ad35c,13.33
2024-12-18 15:52:25.381352,0x433abf20,13.4475
2024-12-18 15:53:03.552885,0x433acb14,13.34125
2024-12-18 15:54:32.059093,0x433aad0c,13.4025
2024-12-18 15:57:25.207821,0x433abf20,13.44125
2024-12-18 15:58:03.959786,0x433acb14,13.3425
2024-12-18 16:00:15.400697,0x433ad35c,13.32875
2024-12-18 16:02:25.576211,0x433abf20,13.42875
2024-12-18 16:03:03.612673,0x433acb14,13.335
2024-12-18 16:04:32.103662,0x433aad0c,13.39875
2024-12-18 16:07:25.802587,0x433abf20,13.4275
2024-12-18 16:08:04.172005,0x433acb14,13.33125
2024-12-18 16:10:18.603689,0x433ad35c,13.325
2024-12-18 16:12:26.018835,0x433abf20,13.42
2024-12-18 16:13:04.568292,0x433acb14,13.33125
2024-12-18 16:13:45.901064,0x433acb14,13.335
2024-12-18 16:14:35.417602,0x433aad0c,13.38875
2024-12-18 16:17:26.244799,0x433abf20,13.41375
2024-12-18 16:18:20.514158,0x433aafcc,13.3825
2024-12-18 16:18:44.726235,0x433aafcc,13.38
2024-12-18 16:18:47.535514,0x433acb14,13.33125
2024-12-18 16:20:20.440536,0x433ad35c,13.3275
2024-12-18 16:22:26.801617,0x433abf20,13.41
2024-12-18 16:23:44.670609,0x433aafcc,13.3475
2024-12-18 16:23:47.846797,0x433acb14,13.3275
2024-12-18 16:24:40.208104,0x433aad0c,13.37875
2024-12-18 16:27:26.915668,0x433abf20,13.40125
2024-12-18 16:28:47.342904,0x433acb14,13.3225
2024-12-18 16:28:49.816521,0x433aafcc,13.365
2024-12-18 16:30:22.864057,0x433ad35c,13.325
2024-12-18 16:32:27.358290,0x433abf20,13.3775
2024-12-18 16:33:48.117174,0x433acb14,13.3175
2024-12-18 16:33:51.008967,0x433aafcc,13.36
2024-12-18 16:34:40.490344,0x433aad0c,13.37125
2024-12-18 16:37:27.544713,0x433abf20,13.39375
2024-12-18 16:38:47.107911,0x433aafcc,13.35375
2024-12-18 16:38:50.316633,0x433acb14,13.32
2024-12-18 16:40:25.125983,0x433ad35c,13.32625
2024-12-18 16:42:29.321022,0x433abf20,13.38375
2024-12-18 16:43:52.317561,0x433aafcc,13.35
2024-12-18 16:43:53.241770,0x433acb14,13.32
2024-12-18 16:44:50.154594,0x433aad0c,13.365
2024-12-18 16:47:30.113874,0x433abf20,13.385
2024-12-18 16:48:50.571565,0x433aafcc,13.34375
2024-12-18 16:48:56.848658,0x433acb14,13.28875
2024-12-18 16:50:27.650726,0x433ad35c,13.32125
2024-12-18 16:52:30.516509,0x433abf20,13.37875
2024-12-18 16:53:49.238454,0x433aafcc,13.34125
2024-12-18 16:53:49.944331,0x433acb14,13.3125
2024-12-18 16:54:50.353124,0x433aad0c,13.35125
2024-12-18 16:57:32.741427,0x433abf20,13.36625
2024-12-18 16:58:50.564126,0x433acb14,13.31125
2024-12-18 16:58:54.663533,0x433aafcc,13.3375
2024-12-18 17:00:52.878739,0x433ad35c,13.32625
2024-12-18 17:02:32.863221,0x433abf20,13.37125
2024-12-18 17:03:48.106163,0x433aafcc,13.33375
2024-12-18 17:03:52.549435,0x433acb14,13.30875
2024-12-18 17:04:50.321003,0x433aad0c,13.3475
2024-12-18 17:07:33.797689,0x433abf20,13.36625
2024-12-18 17:08:50.041950,0x433aafcc,13.33125
2024-12-18 17:08:53.237936,0x433acb14,13.30375
2024-12-18 17:10:32.779792,0x433ad35c,13.32125
2024-12-18 17:12:34.896275,0x433abf20,13.34
2024-12-18 17:13:53.119670,0x433aafcc,13.3275
2024-12-18 17:13:57.095923,0x433acb14,13.305
2024-12-18 17:14:52.379826,0x433aad0c,13.3375
2024-12-18 17:17:37.945594,0x433abf20,13.355
2024-12-18 17:18:55.584297,0x433aafcc,13.3225
2024-12-18 17:19:02.817397,0x433acb14,13.30125
2024-12-18 17:20:35.327763,0x433ad35c,13.31875
2024-12-18 17:22:40.477238,0x433abf20,13.35125
